Geneid	Brain	Duodenum	Hatchling_Brain	Hatchling_Carapace	Hatchling_Kidney	Kidney	Liver	Lung	merged	Sciatic_Nerve	Skeletal_Muscle	Spinal_Cord	Testis
G2440	3	2	4	7	1	1	1	5	31	0	2	4	1
G2441	0	0	0	0	0	0	0	0	0	0	0	0	0
G2442	0	0	0	0	0	0	0	0	0	0	0	0	0
G2443	2	0	0	1	0	2	0	7	23	0	2	1	8
G2444	14	12	26	24	5	9	11	36	189	2	11	18	21
G2445	39	17	13	11	0	27	4	9	178	2	25	26	5
G2446	38	24	31	1	3	54	0	7	281	0	2	15	106
G2447	22	0	18	3	0	3	0	0	60	0	1	11	2
G2448	10	1	18	0	0	3	3	0	54	0	0	19	0
G2449	88	117	83	70	28	77	42	33	693	0	29	90	36
G2450	0	0	0	0	0	0	0	0	1	0	0	0	1
G2451	0	0	0	0	0	1	0	0	3	0	0	0	2
G2452	0	0	0	0	0	0	0	0	0	0	0	0	0
G2453	0	0	0	0	0	0	0	0	0	0	0	0	0
G2454	0	0	0	0	0	0	0	0	1	0	0	0	1
G2455	11	10	9	17	2	6	43	9	117	0	2	7	1
G2456	0	2	0	0	0	0	0	0	2	0	0	0	0
G2457	1	0	0	0	0	0	0	2	4	0	0	1	0
G2458	0	0	1	0	0	0	0	0	1	0	0	0	0
G2459	358	137	716	244	23	474	112	911	4420	13	273	444	715
G2460	0	0	0	0	0	0	0	0	0	0	0	0	0
G2461	41	190	5	117	1	124	195	99	1092	20	252	12	36
G2462	39	21	43	41	15	23	26	50	408	9	62	31	48
G2463	10	18	14	7	16	23	5	17	157	9	9	15	14
G2464	1	19	2	7	10	10	9	5	84	0	8	4	9
G2465	189	34	336	46	7	111	17	31	1224	4	23	168	258
G2466	1	3	1	0	0	0	0	0	5	0	0	0	0
G2467	1	0	0	0	0	0	0	0	3	0	0	0	2
G2468	0	0	0	0	0	0	0	0	0	0	0	0	0
G2469	11	25	34	35	10	11	12	22	214	1	15	8	30
G2470	0	0	0	0	0	0	0	0	0	0	0	0	0
G2471	0	0	0	0	0	0	0	0	1	0	1	0	0
G2472	0	0	0	0	0	0	0	0	2	0	0	0	2
G2473	1	0	1	0	0	0	0	1	3	0	0	0	0
G2474	0	0	0	0	0	1	0	0	1	0	0	0	0
G2475	1	0	3	0	0	1	0	1	11	0	1	1	3
G2476	41	5	50	47	0	18	1	7	255	0	13	38	35
G2477	990	2	704	13	3	72	4	5	2670	0	168	699	10
G2478	3	0	0	0	0	0	1	1	6	0	0	0	1
G2479	0	9	0	0	0	3	67	0	79	0	0	0	0
G2480	0	0	0	0	0	0	0	0	0	0	0	0	0
G2481	16	2	12	21	0	14	8	10	120	0	4	8	25
G2482	83	0	18	0	2	8	3	3	154	0	0	33	4
G2483	0	1	0	0	0	4	1	4	11	0	1	0	0
G2484	50	69	133	194	36	137	23	97	1045	5	98	107	96
G2485	1	1	0	1	0	0	3	0	7	0	0	0	1
G2486	25	0	18	0	0	0	0	0	53	0	0	8	2
G2487	0	0	0	0	0	0	0	0	0	0	0	0	0
G2488	6	0	11	0	0	0	0	0	22	0	0	4	1
G2489	2	0	1	0	0	0	0	0	5	0	0	2	0
G2490	0	6	9	40	0	0	1	5	128	3	2	2	60
G2491	5	0	2	0	0	0	0	6	36	0	0	2	21
G2492	0	0	0	0	0	0	0	0	1	0	1	0	0
G2493	0	0	0	0	0	0	0	0	1	0	0	1	0
G2494	0	0	0	0	0	0	0	0	0	0	0	0	0
G2495	0	0	0	0	0	0	0	0	0	0	0	0	0
G2496	32	6	16	1	0	8	1	6	105	0	9	23	3
G2497	0	0	0	0	0	0	0	0	4	0	0	0	4
G2498	0	0	0	0	0	0	0	0	0	0	0	0	0
G2499	64	2	36	39	5	24	63	45	395	6	34	37	40
G2500	0	0	1	0	0	0	2	0	4	0	1	0	0
G2501	0	0	0	0	0	0	0	0	0	0	0	0	0
G2502	1	0	0	1	0	1	0	0	3	0	0	0	0
G2503	0	0	0	1	0	2	0	0	3	0	0	0	0
G2504	3	7	5	5	2	4	1	6	54	1	6	7	7
G2505	1	0	0	0	0	0	1	0	7	0	0	0	5
G2506	7	36	19	11	4	24	53	20	200	1	4	8	13
G2507	0	0	0	2	0	0	0	0	3	0	0	1	0
G2508	0	0	0	0	0	0	18	0	18	0	0	0	0
G2509	2	0	3	0	0	0	2	0	16	0	0	3	6
G2510	0	0	0	0	0	1	0	0	2	0	0	0	1
G2511	3	0	17	0	0	0	0	0	23	0	0	3	0
G2512	0	0	0	0	0	0	0	0	1	0	0	1	0
G2513	2	0	0	0	0	0	0	1	3	0	0	0	0
G2514	0	1	0	0	0	5	6	1	168	0	0	1	154
G2515	0	0	0	0	0	0	2	0	3	0	0	0	1
G2516	0	0	0	0	0	0	0	0	0	0	0	0	0
G2517	0	0	0	0	0	0	0	0	0	0	0	0	0
G2518	2	0	8	1	0	0	0	0	26	0	9	0	6
G2519	6	4	14	4	0	5	3	4	83	0	1	8	34
G2520	0	0	0	0	0	0	0	0	0	0	0	0	0
G2521	11	0	7	0	0	0	0	0	21	0	0	3	0
G2522	12	6	7	7	0	12	0	4	78	0	12	8	10
G2523	2	2	0	6	0	0	0	0	13	0	1	1	1
G2524	11	19	18	30	4	20	7	28	197	3	11	11	35
G2525	30	34	10	40	3	32	50	19	381	1	53	37	72
G2526	11	8	11	10	0	13	3	10	103	0	6	7	24
G2527	0	0	1	3	0	0	0	0	4	0	0	0	0
G2528	19	1	14	0	0	21	1	2	96	0	7	9	22
G2529	5	10	1	7	2	8	5	8	80	2	19	6	7
G2530	0	0	0	0	0	1	0	0	2	0	0	1	0
G2531	130	132	110	169	3	324	175	106	1429	10	104	119	47
G2532	33	0	33	20	0	10	3	15	150	0	3	14	19
G2533	2	2	2	2	0	0	4	1	16	0	2	0	1
G2534	2	0	11	2	1	4	0	3	29	0	0	5	1
G2535	0	0	0	0	0	0	0	0	0	0	0	0	0
G2536	0	0	0	0	0	0	0	0	0	0	0	0	0
G2537	0	0	0	0	0	0	0	0	0	0	0	0	0
G2538	0	0	0	0	0	0	0	0	0	0	0	0	0
G2539	0	0	0	0	0	0	0	0	0	0	0	0	0
G2540	0	1	0	60	1	24	0	2	97	0	2	0	7
G2541	57	85	255	48	4	44	25	47	856	2	21	91	177
G2542	3	0	1	11	0	0	0	0	451	0	435	0	1
G2543	1	0	0	0	0	0	0	0	2	0	1	0	0
G2544	0	0	0	0	0	0	0	0	6	0	5	1	0
G2545	22	0	37	6	0	3	1	2	80	0	0	6	3
G2546	0	0	0	0	0	0	0	0	1	0	1	0	0
G2547	0	0	0	0	2	0	0	0	2	0	0	0	0
G2548	0	0	1	0	0	0	0	0	2	0	0	0	1
G2549	0	0	0	0	0	0	0	0	0	0	0	0	0
G2550	0	0	0	0	0	3	0	0	3	0	0	0	0
G2551	6	20	11	18	19	21	19	35	178	0	14	5	10
G2552	6	0	0	1	0	8	4	5	41	0	1	11	5
G2553	189	95	116	146	6	215	38	76	1435	5	188	260	101
G2554	0	0	0	0	0	0	0	0	3	0	0	0	3
G2555	2	1	2	2	1	1	1	1	18	0	4	3	0
G2556	344	11	481	33	5	29	20	9	1200	0	2	250	16
G2557	44	32	84	42	3	39	11	34	517	2	108	61	57
G2558	0	0	0	0	0	0	0	0	5	0	5	0	0
G2559	0	0	0	0	0	0	0	0	0	0	0	0	0
G2560	0	0	0	0	0	0	1	0	1	0	0	0	0
G2561	0	0	0	1	0	3	1	6	22	1	9	1	0
G2562	0	0	0	5	1	0	0	1	12	0	5	0	0
G2563	93	38	44	26	1	90	30	15	685	0	244	77	27
G2564	0	1	0	6	0	1	0	0	9	0	1	0	0
G2565	0	0	1	1	0	0	0	1	3	0	0	0	0
G2566	0	0	0	0	0	0	0	0	0	0	0	0	0
G2567	54	0	93	4	0	9	29	30	277	0	9	43	6
G2568	2	2	2	0	0	0	8	11	27	0	0	0	2
G2569	0	0	0	0	0	0	0	0	0	0	0	0	0
G2570	0	0	0	0	0	0	0	0	0	0	0	0	0
G2571	15	1	32	15	0	8	11	5	115	0	6	11	11
G2572	0	0	6	1	0	0	2	0	14	0	0	0	5
G2573	12	0	24	3	0	7	0	0	52	0	0	2	4
G2574	0	0	1	0	0	0	0	0	1	0	0	0	0
G2575	1	3	0	5	1	0	2	5	24	0	1	2	4
G2576	0	0	0	0	0	0	0	0	0	0	0	0	0
G2577	7	3	5	0	1	5	0	2	34	0	2	6	3
G2578	0	0	0	1	1	3	0	2	11	0	0	1	3
G2579	0	0	0	0	0	0	0	0	0	0	0	0	0
G2580	0	0	0	0	0	0	0	0	0	0	0	0	0
G2581	100	95	46	28	3	87	44	57	660	5	75	86	34
G2582	20	24	86	19	11	23	16	19	294	1	12	13	50
G2583	10	14	3	3	0	6	5	4	92	5	28	8	6
G2584	2	10	8	5	1	2	7	7	60	2	5	5	6
G2585	0	0	0	0	0	0	0	0	0	0	0	0	0
G2586	1	0	0	0	0	0	0	0	2	0	0	0	1
G2587	1	0	0	0	0	0	0	0	2	0	0	1	0
G2588	52	4	35	20	0	43	12	18	459	1	19	80	175
G2589	1	3	4	2	1	3	4	0	35	2	3	7	5
G2590	2	0	2	1	0	2	3	1	13	0	0	2	0
G2591	0	0	0	0	0	0	0	0	0	0	0	0	0
G2592	0	104	0	0	16	58	0	0	178	0	0	0	0
G2593	0	0	0	0	0	4	0	0	4	0	0	0	0
G2594	1	1	0	0	0	2	0	11	16	0	0	1	0
G2595	1	0	0	0	0	2	1	0	7	0	1	0	2
G2596	0	1	0	0	0	0	0	1	2	0	0	0	0
G2597	0	0	1	10	0	6	0	7	138	0	49	0	65
G2598	2	1	4	2	0	0	0	10	23	0	0	1	3
G2599	0	0	0	1	0	0	0	0	36	0	35	0	0
G2600	0	0	0	0	0	0	0	0	0	0	0	0	0
G2601	0	0	0	4	1	3	0	10	26	0	0	0	8
G2602	11	6	20	64	1	2	10	12	163	1	10	7	19
G2603	2	3	7	3	0	7	3	4	56	0	1	3	23
G2604	59	0	114	0	0	0	0	0	206	0	0	31	2
G2605	0	0	0	0	0	0	0	0	0	0	0	0	0
G2606	0	0	0	0	0	4	0	0	4	0	0	0	0
G2607	121	38	69	27	2	59	8	35	500	2	34	52	53
G2608	645	1	498	20	0	17	0	12	1856	50	10	465	138
G2609	27	14	8	9	2	21	23	20	189	0	17	13	35
G2610	46	12	55	66	3	38	6	21	393	1	22	45	78
G2611	30	12	22	20	0	24	9	12	267	3	56	35	44
G2612	3	1	5	0	0	0	0	0	12	0	0	1	2
G2613	0	0	0	0	0	0	0	0	0	0	0	0	0
G2614	0	0	0	0	0	1	0	1	2	0	0	0	0
G2615	0	0	0	0	0	0	0	0	2	0	0	1	1
G2616	49	60	19	8	0	30	21	56	318	3	13	41	18
G2617	0	1	0	1	0	0	0	2	7	0	2	0	1
G2618	0	2	0	0	0	0	0	1	3	0	0	0	0
G2619	1	0	0	2	0	2	1	0	6	0	0	0	0
G2620	0	0	0	1	0	1	0	0	5	0	0	3	0
G2621	21	32	29	42	4	30	17	45	407	3	9	27	148
G2622	0	0	0	0	0	0	0	0	0	0	0	0	0
G2623	14	0	33	0	0	0	2	0	62	0	0	9	4
G2624	0	0	0	0	0	0	0	0	1	0	0	0	1
G2625	48	20	42	26	5	36	12	35	430	1	76	52	77
G2626	12	20	18	6	3	8	10	12	120	0	10	9	12
G2627	0	0	0	8	0	0	0	0	12	0	1	2	1
G2628	0	0	0	0	0	0	0	0	0	0	0	0	0
G2629	0	0	0	0	0	0	0	0	1	0	0	0	1
G2630	0	0	0	0	0	0	0	0	0	0	0	0	0
G2631	18	0	12	15	1	15	7	31	167	1	15	11	41
G2632	0	0	0	0	0	0	9	0	9	0	0	0	0
G2633	7	0	0	0	0	1	0	0	12	0	0	4	0
G2634	21	0	33	0	0	2	1	0	78	0	0	14	7
G2635	20	3	5	16	6	10	3	9	97	0	6	9	10
G2636	0	0	0	0	0	0	0	0	1	0	1	0	0
G2637	0	0	0	0	0	0	0	0	0	0	0	0	0
G2638	0	0	0	0	0	0	0	0	1	0	0	0	1
G2639	0	2	0	0	0	0	0	0	2	0	0	0	0
G2640	1	2	7	11	0	2	0	2	32	0	0	4	3
G2641	0	0	0	0	0	2	0	0	6	0	0	0	4
G2642	11	1	13	17	2	6	9	12	100	1	5	15	8
G2643	4	0	12	4	0	0	0	0	22	0	0	2	0
G2644	0	0	0	0	0	0	0	0	0	0	0	0	0
G2645	0	0	0	1	0	0	0	0	1	0	0	0	0
G2646	0	0	0	0	0	0	0	0	0	0	0	0	0
G2647	1	3	3	0	0	3	1	0	39	0	1	3	24
G2648	0	0	0	0	0	1	0	1	2	0	0	0	0
G2649	0	0	0	0	0	0	0	1	1	0	0	0	0
G2650	0	0	0	0	0	0	0	0	0	0	0	0	0
G2651	9	0	3	1	0	10	10	6	52	0	6	4	3
G2652	5	0	6	0	0	4	2	2	40	0	4	6	11
G2653	0	0	0	0	0	0	0	0	0	0	0	0	0
G2654	0	0	0	0	0	0	0	0	0	0	0	0	0
G2655	0	0	0	0	0	1	0	0	1	0	0	0	0
G2656	0	0	0	0	0	12	0	0	13	0	0	0	1
G2657	0	0	0	0	0	0	0	0	0	0	0	0	0
G2658	16	1	17	0	0	1	0	4	47	1	0	7	0
G2659	0	0	0	0	0	0	0	0	1	0	0	1	0
G2660	0	0	0	0	0	0	0	0	0	0	0	0	0
G2661	0	0	1	0	0	0	0	0	1	0	0	0	0
G2662	0	0	0	0	0	0	0	0	1	0	0	1	0
G2663	0	0	0	0	0	0	0	0	0	0	0	0	0
G2664	0	0	0	0	0	0	0	0	0	0	0	0	0
G2665	0	0	0	0	0	0	0	0	0	0	0	0	0
G2666	0	0	0	0	0	0	0	0	2	0	0	0	2
G2667	0	0	0	0	0	0	0	0	0	0	0	0	0
G2668	0	0	0	0	0	0	0	0	1	0	0	0	1
G2669	5	6	7	10	6	3	0	7	60	0	3	3	10
G2670	0	0	0	0	0	0	0	0	1	0	0	0	1
G2671	0	0	0	0	0	0	0	0	1	0	1	0	0
G2672	145	10	174	921	9	163	21	180	2523	4	113	338	445
G2673	0	0	0	0	0	0	0	0	0	0	0	0	0
G2674	0	0	0	1	0	0	0	0	1	0	0	0	0
G2675	0	0	0	0	0	1	0	0	2	0	0	0	1
G2676	0	0	10	11	0	1	1	4	29	0	0	0	2
G2677	0	0	0	2	0	2	0	0	9	0	0	1	4
G2678	1	2	0	1	0	3	1	0	15	0	0	4	3
G2679	0	0	0	0	0	56	25	0	82	0	0	0	1
G2680	7	0	29	47	4	9	2	0	186	0	53	9	26
G2681	1	0	0	7	0	0	0	0	8	0	0	0	0
G2682	2	40	3	3	0	9	3	6	326	0	3	1	256
G2683	0	0	0	0	0	0	0	0	0	0	0	0	0
G2684	2	0	1	0	0	0	0	0	3	0	0	0	0
G2685	0	0	0	0	0	0	0	0	1	0	0	0	1
G2686	17	6	10	9	0	6	11	8	100	1	15	15	2
G2687	0	0	0	0	0	8	0	0	8	0	0	0	0
G2688	9	0	0	0	0	0	0	0	9	0	0	0	0
G2689	0	0	0	0	0	1	0	0	1	0	0	0	0
G2690	0	0	0	0	0	34	1	0	35	0	0	0	0
G2691	4	0	0	0	0	0	0	0	4	0	0	0	0
G2692	15	18	52	28	7	23	13	13	240	3	18	17	33
G2693	0	0	0	0	0	0	0	0	0	0	0	0	0
G2694	0	0	0	0	0	2	0	0	2	0	0	0	0
G2695	0	1	0	0	0	0	0	0	1	0	0	0	0
G2696	0	0	0	0	0	1	2	1	4	0	0	0	0
G2697	0	0	0	2	0	2	0	10	15	0	0	0	1
G2698	0	0	0	0	0	0	0	0	0	0	0	0	0
G2699	35	4	52	78	5	22	19	16	553	0	217	41	64
G2700	80	80	118	95	5	127	63	45	858	3	59	117	66
G2701	10	1	0	11	0	13	9	17	93	0	16	8	8
G2702	3	0	0	0	0	1	0	1	7	0	0	0	2
G2703	0	0	0	0	0	0	0	0	0	0	0	0	0
G2704	0	0	0	0	0	0	0	0	0	0	0	0	0
G2705	0	0	0	0	0	0	0	0	4	0	4	0	0
G2706	4	0	1	0	0	0	0	0	6	0	0	0	1
G2707	0	0	0	0	0	0	0	0	0	0	0	0	0
G2708	0	0	0	0	0	0	0	0	0	0	0	0	0
G2709	40	13	31	9	1	5	2	13	287	2	108	49	14
G2710	0	0	0	0	0	0	0	0	0	0	0	0	0
G2711	2	0	1	0	0	0	0	2	7	0	1	1	0
G2712	5	1	13	3	0	4	2	10	56	0	3	7	8
G2713	8	3	0	2	0	6	3	8	54	0	15	3	6
G2714	1	1	0	9	0	2	2	0	21	0	1	1	4
G2715	0	0	0	1	0	1	0	0	2	0	0	0	0
G2716	7	9	8	9	4	577	40	1	683	0	10	6	12
G2717	16	25	11	16	10	7	8	19	133	0	5	10	6
G2718	1	0	1	0	1	0	1	0	4	0	0	0	0
G2719	52	13	23	4	2	31	8	20	229	1	7	46	22
G2720	61	6	110	12	4	11	4	10	300	0	14	37	31
G2721	2	1	10	11	0	1	0	2	31	0	0	4	0
G2722	0	0	0	0	0	0	0	0	0	0	0	0	0
G2723	0	0	0	0	0	1	0	0	1	0	0	0	0
G2724	7	2	5	7	0	6	4	5	59	0	5	12	6
G2725	117	37	50	146	6	94	35	108	875	2	36	93	151
G2726	6	0	16	0	0	0	0	2	25	0	0	1	0
G2727	0	0	0	0	0	0	0	0	0	0	0	0	0
G2728	54	39	40	23	2	39	12	19	358	0	68	33	29
G2729	59	23	79	43	7	39	24	39	449	0	19	57	60
G2730	1	0	0	0	0	13	0	0	25	0	0	0	11
G2731	2	0	0	0	0	0	0	0	3	0	0	1	0
G2732	8	0	15	0	0	0	0	0	37	0	0	8	6
G2733	0	0	0	0	0	0	0	0	0	0	0	0	0
G2734	0	0	0	0	0	0	0	0	0	0	0	0	0
G2735	0	0	0	0	0	0	0	0	0	0	0	0	0
G2736	4	0	15	2	0	2	0	0	30	0	0	6	1
G2737	9	0	12	0	0	0	0	0	32	0	0	9	2
G2738	0	0	0	0	0	0	0	0	0	0	0	0	0
G2739	0	0	0	0	0	0	0	0	0	0	0	0	0
G2740	0	0	0	0	0	0	0	0	0	0	0	0	0
G2741	0	0	0	0	0	0	0	0	0	0	0	0	0
G2742	2	0	3	8	0	4	0	25	48	0	1	1	4
G2743	11	35	24	34	7	22	27	36	325	6	58	34	31
G2744	0	0	1	0	0	0	0	0	1	0	0	0	0
G2745	7	0	11	0	0	4	3	1	40	0	2	7	5
G2746	0	0	0	0	0	1	1	0	2	0	0	0	0
G2747	0	0	0	0	0	0	0	0	0	0	0	0	0
G2748	12	13	5	28	7	19	14	15	159	0	20	9	17
G2749	0	0	0	0	0	0	0	0	0	0	0	0	0
G2750	0	1	0	1	0	2	9	0	13	0	0	0	0
G2751	0	0	0	0	0	0	0	0	0	0	0	0	0
G2752	83	40	81	32	4	61	24	32	506	5	21	62	61
G2753	0	0	0	0	0	0	0	0	0	0	0	0	0
G2754	4	4	4	9	1	3	7	6	71	1	21	4	7
G2755	1	0	6	2	0	3	0	4	25	0	1	5	3
G2756	0	0	0	0	0	0	0	1	1	0	0	0	0
G2757	14	7	7	9	0	8	0	13	65	0	0	5	2
G2758	0	0	0	0	0	1	0	0	3	0	0	1	1
G2759	2	1	12	3	3	1	0	3	46	0	0	0	21
G2760	9	7	4	4	0	10	1	6	82	0	22	10	9
G2761	2	1	0	0	0	0	1	1	5	0	0	0	0
G2762	30	5	41	18	0	30	5	12	240	0	27	31	41
G2763	0	0	0	1	0	0	0	0	1	0	0	0	0
G2764	0	0	0	2	0	0	0	0	2	0	0	0	0
G2765	0	0	0	22	0	0	0	0	24	0	0	0	2
G2766	166	40	193	112	5	70	36	18	1412	6	104	194	468
G2767	22	15	6	23	2	15	32	13	177	1	19	21	8
G2768	50	11	73	46	15	33	6	24	363	0	30	35	40
G2769	5	0	4	0	0	1	0	1	20	0	3	4	2
G2770	0	0	0	0	0	0	0	0	0	0	0	0	0
G2771	0	0	0	0	0	0	0	0	2	0	0	2	0
G2772	2	0	6	0	0	0	0	1	16	0	0	6	1
G2773	0	0	0	0	0	1	0	0	1	0	0	0	0
G2774	2	0	2	0	0	0	0	0	10	0	0	0	6
G2775	0	0	0	0	0	0	0	1	1	0	0	0	0
G2776	5	0	14	8	4	13	0	11	88	0	1	5	27
G2777	13	10	28	6	1	8	3	12	111	0	18	7	5
G2778	0	0	0	0	0	0	0	0	3	0	3	0	0
G2779	35	0	20	7	4	15	1	8	151	0	3	36	22
G2780	0	0	0	0	0	0	0	0	0	0	0	0	0
G2781	0	0	0	0	0	0	0	0	0	0	0	0	0
G2782	0	0	0	0	0	0	0	0	0	0	0	0	0
G2783	43	29	45	56	2	57	6	25	504	0	120	51	70
G2784	0	0	4	0	0	0	0	0	10	0	1	1	4
G2785	0	0	0	0	0	0	0	0	1	0	0	0	1
G2786	1	2	1	1	0	0	5	3	16	0	3	0	0
G2787	16	8	9	6	8	29	15	23	128	1	5	2	6
G2788	0	0	0	0	0	0	0	0	1	0	1	0	0
G2789	0	0	0	1	0	0	0	4	6	0	1	0	0
G2790	17	10	18	6	3	27	8	13	148	0	15	24	7
G2791	34	13	61	40	13	16	13	26	302	8	14	30	34
G2792	2	0	1	0	0	0	1	0	6	0	1	1	0
G2793	1	0	0	0	0	0	1	0	5	0	0	0	3
G2794	0	0	0	0	0	0	0	0	1	0	0	1	0
G2795	0	0	0	0	0	0	0	1	1	0	0	0	0
G2796	5	1	14	7	1	2	5	3	43	0	2	2	1
G2797	0	0	1	5	0	0	0	0	7	0	0	0	1
G2798	9	20	6	32	2	43	45	121	361	5	8	20	50
G2799	0	0	0	0	0	0	0	0	0	0	0	0	0
G2800	0	0	0	0	0	0	0	0	0	0	0	0	0
G2801	0	1	0	2	0	3	2	5	15	0	0	0	2
G2802	0	0	0	0	0	0	0	1	1	0	0	0	0
G2803	0	1	0	0	0	4	0	0	7	0	0	1	1
G2804	0	0	0	2	0	0	0	0	8	0	6	0	0
G2805	1	35	3	0	5	4	0	0	62	0	11	0	3
G2806	18	7	2	4	2	13	11	11	95	0	5	19	3
G2807	0	0	1	8	0	3	0	0	213	0	198	0	3
G2808	0	0	0	0	0	0	0	0	2	0	0	0	2
G2809	1	0	0	2	0	4	1	0	12	0	1	0	3
G2810	4	0	3	0	0	0	0	0	8	0	0	0	1
G2811	0	0	0	0	0	0	0	0	0	0	0	0	0
G2812	14	0	16	0	1	12	0	0	49	0	0	6	0
G2813	4	0	2	0	0	5	0	0	14	0	0	3	0
G2814	1	0	0	0	0	0	0	0	1	0	0	0	0
G2815	1	0	2	0	0	0	0	0	3	0	0	0	0
G2816	2	0	1	0	2	1	0	0	6	0	0	0	0
G2817	9	7	4	7	0	11	4	17	90	4	11	10	6
G2818	4	0	10	1	0	0	0	0	29	0	0	6	8
G2819	8	3	13	8	3	2	0	4	71	0	7	11	12
G2820	34	23	21	17	4	28	5	20	234	3	23	27	29
G2821	0	2	7	1	0	10	0	12	37	0	1	2	2
G2822	0	0	0	0	0	0	0	0	0	0	0	0	0
G2823	0	0	0	0	0	0	0	0	0	0	0	0	0
G2824	0	0	0	0	0	0	0	0	0	0	0	0	0
G2825	4	0	0	0	0	2	0	2	20	0	3	6	3
G2826	2	6	6	2	1	1	1	0	32	0	5	1	7
G2827	1	1	0	0	0	0	0	1	3	0	0	0	0
G2828	0	0	0	0	0	0	2	0	2	0	0	0	0
G2829	0	0	0	0	0	0	0	0	0	0	0	0	0
G2830	0	0	0	2	0	0	0	0	3	0	0	0	1
G2831	43	15	37	11	4	51	6	24	310	2	48	46	23
G2832	0	0	0	0	0	0	0	0	1	0	0	0	1
G2833	0	0	0	0	0	0	0	1	2	0	0	0	1
G2834	1	0	0	0	0	0	0	0	1	0	0	0	0
G2835	14	2	12	0	0	2	0	0	53	1	0	9	13
G2836	0	0	0	0	0	0	0	0	1	0	0	0	1
G2837	0	0	0	0	0	0	0	0	0	0	0	0	0
G2838	2	0	4	0	0	0	0	0	20	0	0	2	12
G2839	1	0	0	0	0	0	0	0	1	0	0	0	0
G2840	0	0	0	0	0	0	0	0	0	0	0	0	0
G2841	0	0	0	0	0	0	0	0	2	0	0	0	2
G2842	0	0	0	0	0	0	0	0	1	0	0	1	0
G2843	63	128	7	15	5	63	52	51	542	26	91	28	13
G2844	4	5	27	31	1	6	1	19	152	0	15	5	38
G2845	0	0	0	0	0	0	0	1	1	0	0	0	0
G2846	0	0	0	0	0	0	0	0	1	0	0	1	0
G2847	39	42	22	29	11	49	62	82	500	5	62	45	52
G2848	10	9	6	15	1	3	3	3	78	0	1	4	23
G2849	0	0	0	1	0	0	0	0	2	0	0	0	1
G2850	0	0	0	0	0	0	0	1	1	0	0	0	0
G2851	0	0	0	0	0	0	0	0	0	0	0	0	0
G2852	1	0	0	0	0	0	1	0	4	0	0	2	0
G2853	1	0	5	6	1	0	1	1	23	0	6	1	1
G2854	0	0	0	0	0	0	0	0	0	0	0	0	0
G2855	0	0	0	0	0	0	0	0	0	0	0	0	0
G2856	0	0	0	0	0	0	2	0	5	3	0	0	0
G2857	10	0	23	20	3	5	15	1	93	1	1	8	6
G2858	1	1	7	4	1	2	0	0	18	1	1	0	0
G2859	10	5	11	14	1	4	5	12	105	0	9	19	15
G2860	0	0	0	0	0	0	0	3	5	0	1	0	1
G2861	22	0	21	1	1	1	1	0	63	0	0	11	5
G2862	36	14	37	37	11	22	7	17	292	0	38	19	54
G2863	9	3	25	6	2	5	4	8	84	0	2	12	8
G2864	45	0	2	0	0	7	0	1	94	0	0	39	0
G2865	1	0	0	0	0	0	0	0	1	0	0	0	0
G2866	2	6	8	8	0	17	0	13	105	0	35	2	14
G2867	1	0	1	0	0	3	0	0	6	0	0	1	0
G2868	0	0	0	0	0	1	0	0	1	0	0	0	0
G2869	0	5	4	4	0	5	1	4	40	0	1	2	14
G2870	8	10	29	10	4	17	3	19	120	0	5	7	8
G2871	0	0	0	0	0	0	0	1	1	0	0	0	0
G2872	4	4	3	7	1	3	5	4	90	3	50	2	4
G2873	0	0	0	2	0	0	0	0	113	0	111	0	0
G2874	0	5	0	0	0	3	7	0	25	0	6	2	2
G2875	254	46	154	483	54	453	152	199	3275	2	824	313	341
G2876	0	0	0	0	0	0	0	0	1	0	1	0	0
G2877	5	2	6	1	2	7	3	4	39	0	4	3	2
G2878	41	38	22	25	9	27	23	23	344	6	63	47	20
G2879	51	21	41	39	5	34	11	37	601	1	57	52	252
G2880	0	0	0	1	0	1	1	0	4	0	1	0	0
G2881	0	0	0	0	0	13	44	0	57	0	0	0	0
G2882	2	0	1	2	1	11	59	11	106	0	7	3	9
G2883	0	0	0	0	0	0	25	0	25	0	0	0	0
G2884	11	3	17	1	0	4	8	5	62	0	0	5	8
G2885	0	0	0	0	0	0	0	0	0	0	0	0	0
G2886	10	19	25	13	1	21	0	71	182	0	0	11	11
G2887	0	0	0	0	0	0	0	0	1	0	0	0	1
G2888	0	0	0	0	0	0	1	0	3	0	0	2	0
G2889	33	19	49	36	1	33	9	22	311	0	19	20	70
G2890	0	0	0	0	0	0	0	0	1	0	0	0	1
G2891	2	0	3	0	0	0	0	0	5	0	0	0	0
G2892	1	0	0	0	0	0	0	0	2	0	0	1	0
G2893	0	0	0	0	0	0	0	0	0	0	0	0	0
G2894	17	12	59	29	10	11	10	27	232	1	12	15	29
G2895	25	42	70	38	9	25	7	47	377	3	16	23	72
G2896	0	0	0	0	0	3	0	0	3	0	0	0	0
G2897	8	4	2	8	1	5	10	1	59	3	8	4	5
G2898	15	6	29	20	2	15	5	6	124	1	5	11	9
G2899	4	3	0	2	0	4	1	3	28	0	7	4	0
G2900	44	33	64	62	13	55	25	52	747	2	216	43	138
G2901	5	1	2	10	1	25	4	10	88	1	22	4	3
G2902	0	0	0	0	0	0	0	0	0	0	0	0	0
